"Month","Species","Year","Total_Catch","Total_Income","Individual_fishing_trips_mo","CPUE"
"June","Bodianus mesothorax","2023",20,35888.2258064516,172,0.116279069767442
"June","Caesio teres","2022",1,15000,43,0.0232558139534884
"June","Caesio teres","2023",1,15000,172,0.00581395348837209
"June","Cantherhines pardalis","2013",1,1000,276,0.0036231884057971
"June","Canthigaster epilampra","2013",1,2000,276,0.0036231884057971
"June","Canthigaster janthinoptera","2023",2,3000,172,0.0116279069767442
"June","Canthigaster solandri","2022",18,52000,43,0.418604651162791
"June","Canthigaster solandri","2023",12,22000,172,0.0697674418604651
"June","Canthigaster valentini","2012",58,43500,189,0.306878306878307
"June","Canthigaster valentini","2016",9,18000,213,0.0422535211267606
"June","Canthigaster valentini","2017",30,46500,81,0.37037037037037
"June","Canthigaster valentini","2018",95,113000,182,0.521978021978022
"June","Canthigaster valentini","2019",92,94500,179,0.513966480446927
"June","Canthigaster valentini","2022",57,151000,43,1.32558139534884
"June","Canthigaster valentini","2023",31,68500,172,0.180232558139535
"June","Centropyge bicolor","2012",43,82500,189,0.227513227513228
"June","Centropyge bicolor","2013",91,315750,276,0.329710144927536
"June","Centropyge bicolor","2016",17,39500,213,0.07981220657277
"June","Centropyge bicolor","2017",8,33750,81,0.0987654320987654
"June","Centropyge bicolor","2018",16,82000,182,0.0879120879120879
"June","Centropyge bicolor","2019",106,366500,179,0.592178770949721
"June","Centropyge bicolor","2022",72,485500,43,1.67441860465116
"June","Centropyge bicolor","2023",54,205000,172,0.313953488372093
"June","Centropyge bispinosus","2017",1,6000,81,0.0123456790123457
"June","Centropyge bispinosus","2018",1,10000,182,0.00549450549450549
"June","Centropyge eibli","2012",10,31000,189,0.0529100529100529
"June","Centropyge eibli","2016",12,50000,213,0.0563380281690141
"June","Centropyge eibli","2017",10,38500,81,0.123456790123457
"June","Centropyge eibli","2018",33,145000,182,0.181318681318681
"June","Centropyge eibli","2019",29,140000,179,0.162011173184358
"June","Centropyge eibli","2022",20,151000,43,0.465116279069767
"June","Centropyge eibli","2023",74,258000,172,0.430232558139535
"June","Centropyge fisheri","2022",1,2000,43,0.0232558139534884
"June","Centropyge nox","2012",2,4000,189,0.0105820105820106
"June","Centropyge nox","2016",1,2000,213,0.00469483568075117
"June","Centropyge nox","2018",3,7500,182,0.0164835164835165
"June","Centropyge nox","2019",7,17500,179,0.0391061452513966
"June","Centropyge nox","2022",8,25000,43,0.186046511627907
"June","Centropyge nox","2023",19,38000,172,0.11046511627907
"June","Centropyge tibicen","2012",16,25500,189,0.0846560846560847
"June","Centropyge tibicen","2013",13,28000,276,0.0471014492753623
"June","Centropyge tibicen","2016",5,12750,213,0.0234741784037559
"June","Centropyge tibicen","2018",22,55500,182,0.120879120879121
"June","Centropyge tibicen","2019",35,86000,179,0.195530726256983
"June","Centropyge tibicen","2022",21,102000,43,0.488372093023256
"June","Centropyge tibicen","2023",1,4000,172,0.00581395348837209
"June","Centropyge vroliki","2016",19,26500,213,0.0892018779342723
"June","Centropyge vroliki","2017",6,8500,81,0.0740740740740741
"June","Centropyge vroliki","2018",131,158000,182,0.71978021978022
"June","Centropyge vroliki","2019",129,193500,179,0.720670391061452
"June","Centropyge vroliki","2022",18,64000,43,0.418604651162791
"June","Centropyge vroliki","2023",50,113000,172,0.290697674418605
"June","Centropyge vrolikii","2012",59,67187.2146118721,189,0.312169312169312
"June","Cephalopholis miniata","2016",1,2500,213,0.00469483568075117
"June","Cephalopholis miniata","2017",1,3000,81,0.0123456790123457
"June","Cephalopholis miniata","2018",5,9000,182,0.0274725274725275
"June","Cetoscarus bicolor","2018",2,7500,182,0.010989010989011
"June","Cetoscarus bicolor","2019",1,5000,179,0.00558659217877095
"June","Cetoscarus bicolor","2022",2,27500,43,0.0465116279069767
"June","Cetoscarus bicolor","2023",1,8000,172,0.00581395348837209
"June","Chaetodon Sp","2022",17,25500,43,0.395348837209302
"June","Chaetodon Sp","2023",34,51000,172,0.197674418604651
"June","Chaetodon adiergastos","2019",17,17000,179,0.0949720670391061
"June","Chaetodon adiergastos","2022",5,18000,43,0.116279069767442
"June","Chaetodon adiergastos","2023",2,3000,172,0.0116279069767442
"June","Chaetodon auriga","2016",1,5000,213,0.00469483568075117
"June","Chaetodon auriga","2022",14,111000,43,0.325581395348837
"June","Chaetodon baronessa","2012",10,10000,189,0.0529100529100529
"June","Chaetodon baronessa","2013",67,84000,276,0.242753623188406
"June","Chaetodon baronessa","2016",13,32500,213,0.0610328638497653
"June","Chaetodon baronessa","2018",60,64500,182,0.32967032967033
"June","Chaetodon baronessa","2019",68,68000,179,0.379888268156425
"June","Chaetodon baronessa","2022",32,96000,43,0.744186046511628
"June","Chaetodon bennetti","2013",3,13500,276,0.0108695652173913
"June","Chaetodon bennetti","2016",1,5000,213,0.00469483568075117
"June","Chaetodon bennetti","2017",2,10000,81,0.0246913580246914
"June","Chaetodon bennetti","2018",1,5000,182,0.00549450549450549
"June","Chaetodon citrinellus","2022",4,8000,43,0.0930232558139535
"June","Chaetodon citrinellus","2023",3,6000,172,0.0174418604651163
"June","Chaetodon decussatus","2022",1,3000,43,0.0232558139534884
"June","Chaetodon falcula","2022",1,17500,43,0.0232558139534884
"June","Chaetodon kleinii","2012",65,57500,189,0.343915343915344
"June","Chaetodon kleinii","2013",120,128000,276,0.434782608695652
"June","Chaetodon kleinii","2016",85,102000,213,0.39906103286385
"June","Chaetodon kleinii","2018",152,169000,182,0.835164835164835
"June","Chaetodon kleinii","2019",162,241500,179,0.905027932960894
"June","Chaetodon kleinii","2022",44,89000,43,1.02325581395349
"June","Chaetodon kleinii","2023",15,25000,172,0.0872093023255814
"June","Chaetodon lunula","2013",31,213500,276,0.11231884057971
"June","Chaetodon lunula","2016",3,8000,213,0.0140845070422535
"June","Chaetodon lunula","2019",6,60000,179,0.0335195530726257
"June","Chaetodon lunula","2022",4,60000,43,0.0930232558139535
"June","Chaetodon lunula","2023",2,3000,172,0.0116279069767442
"June","Chaetodon melannotus","2022",2,12000,43,0.0465116279069767
"June","Chaetodon melannotus","2023",1,4000,172,0.00581395348837209
"June","Chaetodon meyeri","2012",24,150000,189,0.126984126984127
"June","Chaetodon meyeri","2013",1,8000,276,0.0036231884057971
"June","Chaetodon meyeri","2016",3,7500,213,0.0140845070422535
"June","Chaetodon meyeri","2017",1,6000,81,0.0123456790123457
"June","Chaetodon meyeri","2018",1,6000,182,0.00549450549450549
"June","Chaetodon meyeri","2022",1,1500,43,0.0232558139534884
"June","Chaetodon punctatofasciatus","2012",5,20000,189,0.0264550264550265
"June","Chaetodon punctatofasciatus","2013",1,2500,276,0.0036231884057971
"June","Chaetodon punctatofasciatus","2022",1,6000,43,0.0232558139534884
"June","Chaetodon rafflesi","2022",24,162000,43,0.558139534883721
"June","Chaetodon rafflesi","2023",6,36000,172,0.0348837209302326
"June","Chaetodon speculum","2019",1,5000,179,0.00558659217877095
"June","Chaetodon speculum","2022",3,10500,43,0.0697674418604651
"June","Chaetodon speculum","2023",1,1500,172,0.00581395348837209
"June","Chaetodon trifascialis","2012",1,1500,189,0.00529100529100529
"June","Chaetodon trifascialis","2017",6,15000,81,0.0740740740740741
"June","Chaetodon trifascialis","2022",1,7500,43,0.0232558139534884
"June","Chaetodon trifasciatus","2012",8,8000,189,0.0423280423280423
"June","Chaetodon trifasciatus","2013",25,24500,276,0.0905797101449275
"June","Chaetodon trifasciatus","2017",18,39000,81,0.222222222222222
"June","Chaetodon trifasciatus","2018",1,1000,182,0.00549450549450549
"June","Chaetodon trifasciatus","2019",20,20000,179,0.111731843575419
"June","Chaetodon trifasciatus","2022",28,84000,43,0.651162790697674
"June","Chaetodon trifasciatus","2023",2,6000,172,0.0116279069767442
"June","Chaetodon ulietensis","2022",5,37500,43,0.116279069767442
"June","Chaetodon vagabundus","2022",17,52000,43,0.395348837209302
"June","Chaetodon vagabundus","2023",19,57000,172,0.11046511627907
"June","Chaetodontoplus melanosoma","2016",1,10000,213,0.00469483568075117
"June","Chaetodontoplus mesoleucus","2022",10,40000,43,0.232558139534884
"June","Cheilinus fasciatus","2016",20,20000,213,0.0938967136150235
"June","Cheilinus fasciatus","2023",1,1000,172,0.00581395348837209
"June","Chelmon rostratus","2022",65,650000,43,1.51162790697674
"June","Chirrhilabrus cyanopleura","2016",324,280050,213,1.52112676056338
"June","Chirrhilabrus cyanopleura","2018",83,161500,182,0.456043956043956
"June","Chirrhilabrus cyanopleura","2019",20,20000,179,0.111731843575419
"June","Chromi lineata","2023",42,31500,172,0.244186046511628
"June","Chromis lineata","2022",90,180000,43,2.09302325581395
"June","Chromis lineata","2023",170,340000,172,0.988372093023256
"June","Chromis margaritifer","2012",93,52000,189,0.492063492063492
"June","Chromis margaritifer","2013",263,251100,276,0.952898550724638
"June","Chromis margaritifer","2016",145,215100,213,0.68075117370892
"June","Chromis margaritifer","2017",71,61500,81,0.876543209876543
"June","Chromis margaritifer","2018",844,776800,182,4.63736263736264
"June","Chromis margaritifer","2019",379,401500,179,2.11731843575419
"June","Chromis margaritifer","2022",178,248250,43,4.13953488372093
"June","Chromis margaritifer","2023",280,371875,172,1.62790697674419
"June","Chromis retrofasciata","2016",2,3000,213,0.00938967136150235
"June","Chromis retrofasciata","2018",386,286700,182,2.12087912087912
"June","Chromis retrofasciata","2019",331,331000,179,1.84916201117318
"June","Chromis retrofasciata","2022",69,103500,43,1.6046511627907
"June","Chromis retrofasciata","2023",78,117000,172,0.453488372093023
"June","Chromis viridis","2012",335,330000,189,1.77248677248677
"June","Chromis viridis","2013",6146,3781400,276,22.268115942029
"June","Chromis viridis","2016",3547,3328000,213,16.6525821596244
"June","Chromis viridis","2017",1205,1467500,81,14.8765432098765
"June","Chromis viridis","2018",250,375000,182,1.37362637362637
"June","Chromis viridis","2022",1220,1830000,43,28.3720930232558
"June","Chromis viridis","2023",1781,1314714.31770833,172,10.3546511627907
"June","Chromis weberi","2012",2179,1089500,189,11.5291005291005
"June","Chromis weberi","2013",739,501200,276,2.67753623188406
"June","Chrysiptera talboti","2012",173,1575500,189,0.915343915343915
"June","Chrysiptera talboti","2013",310,196400,276,1.1231884057971
"June","Chrysiptera talboti","2016",882,635700,213,4.14084507042254
"June","Chrysiptera talboti","2017",375,276600,81,4.62962962962963
"June","Chrysiptera talboti","2018",1378,1230200,182,7.57142857142857
"June","Chrysiptera talboti","2019",1763,1763000,179,9.84916201117318
"June","Chrysiptera talboti","2022",377,547500,43,8.76744186046512
"June","Chrysiptera talboti","2023",953,1116500,172,5.5406976744186
"June","Cirrhilabrus cyanopleura","2012",107,69500,189,0.566137566137566
"June","Cirrhilabrus cyanopleura","2013",152,171500,276,0.550724637681159
"June","Cirrhilabrus cyanopleura","2022",46,92000,43,1.06976744186047
"June","Cirrhilabrus cyanopleura","2023",186,214000,172,1.08139534883721
"June","Cirrhilabrus exquisitus","2012",25,27500,189,0.132275132275132
"June","Cirrhilabrus exquisitus","2013",42,103750,276,0.152173913043478
"June","Cirrhilabrus exquisitus","2016",188,345500,213,0.882629107981221
"June","Cirrhilabrus exquisitus","2018",19,40000,182,0.104395604395604
"June","Cirrhilabrus exquisitus","2019",60,120000,179,0.335195530726257
"June","Cirrhilabrus exquisitus","2022",52,78000,43,1.2093023255814
"June","Cirrhilabrus exquisitus","2023",20,30000,172,0.116279069767442
"June","Cirrhilabrus filamentosus","2016",81,283500,213,0.380281690140845
"June","Cirrhilabrus filamentosus","2017",1,2500,81,0.0123456790123457
"June","Cirrhilabrus filamentosus","2018",13,52000,182,0.0714285714285714
"June","Cirrhilabrus flavidorsalis","2012",1,1000,189,0.00529100529100529
"June","Cirrhilabrus lubbocki","2012",5,5000,189,0.0264550264550265
"June","Cirrhilabrus lubbocki","2016",4,4000,213,0.0187793427230047
"June","Cirrhilabrus lubbocki","2018",1,1500,182,0.00549450549450549
"June","Cirrhilabrus lubbocki","2019",19,21500,179,0.106145251396648
"June","Cirrhitichthys aprinus","2016",43,44700,213,0.2018779342723
"June","Cirrhitichthys aprinus","2017",14,16000,81,0.172839506172839
"June","Cirrhitichthys aprinus","2018",111,115000,182,0.60989010989011
"June","Cirrhitichthys aprinus","2019",65,65000,179,0.363128491620112
"June","Cirrhitichthys aprinus","2022",15,15000,43,0.348837209302326
"June","Cirrhitichthys aprinus","2023",105,105000,172,0.61046511627907
"June","Cirrhitichthys falco","2022",4,8000,43,0.0930232558139535
"June","Cirrhitichthys falco","2023",3,6000,172,0.0174418604651163
"June","Coris gaimard","2012",258,619026.14379085,189,1.36507936507937
"June","Coris gaimard","2013",92,212000,276,0.333333333333333
"June","Coris gaimard","2016",31,122500,213,0.145539906103286
"June","Coris gaimard","2017",31,79000,81,0.382716049382716
"June","Coris gaimard","2018",47,187000,182,0.258241758241758
"June","Coris gaimard","2019",72,226000,179,0.402234636871508
"June","Coris gaimard","2022",40,107500,43,0.930232558139535
"June","Coris gaimard","2023",172,363000,172,1
"June","Coris pictoides","2012",5,2500,189,0.0264550264550265
"June","Coris pictoides","2013",8,8000,276,0.0289855072463768
"June","Cryptocentrus leptocephalus","2022",5,15000,43,0.116279069767442
"June","Ctenochaetus striatus","2022",18,54000,43,0.418604651162791
"June","Ctenochaetus striatus","2023",2,6000,172,0.0116279069767442
"June","Ctenochaetus tominiensis","2023",1,15000,172,0.00581395348837209
"June","Cyprinocirrhites polyactus","2023",11,16500,172,0.063953488372093
"June","Dactyloptena orientalis","2013",1,4500,276,0.0036231884057971
"June","Dascyllus aruanus","2013",166,101000,276,0.601449275362319
"June","Dascyllus aruanus","2023",1,750,172,0.00581395348837209
"June","Dascyllus reticulatus","2012",45,22500,189,0.238095238095238
"June","Dascyllus reticulatus","2018",80,60000,182,0.43956043956044
"June","Dascyllus reticulatus","2019",276,276000,179,1.54189944134078
"June","Dascyllus reticulatus","2022",82,123000,43,1.90697674418605
"June","Dascyllus trimaculatus","2012",776,426000,189,4.10582010582011
"June","Dascyllus trimaculatus","2013",1614,1024300,276,5.84782608695652
"June","Dascyllus trimaculatus","2016",671,478500,213,3.15023474178404
"June","Dascyllus trimaculatus","2017",212,203500,81,2.61728395061728
"June","Dascyllus trimaculatus","2018",559,438700,182,3.07142857142857
"June","Dascyllus trimaculatus","2019",1090,1360000,179,6.08938547486034
"June","Dascyllus trimaculatus","2022",121,151500,43,2.81395348837209
"June","Dascyllus trimaculatus","2023",295,273750,172,1.71511627906977
"June","Dendrochirus biocellatus","2012",8,56500,189,0.0423280423280423
"June","Dendrochirus biocellatus","2013",125,146000,276,0.452898550724638
"June","Dendrochirus biocellatus","2016",6,47000,213,0.028169014084507
"June","Dendrochirus biocellatus","2017",7,58000,81,0.0864197530864197
"June","Dendrochirus biocellatus","2018",21,201000,182,0.115384615384615
"June","Dendrochirus biocellatus","2019",8,62000,179,0.0446927374301676
"June","Dendrochirus zebra","2016",17,17000,213,0.07981220657277
"June","Dendrochirus zebra","2017",6,6000,81,0.0740740740740741
"June","Dendrochirus zebra","2018",1,1000,182,0.00549450549450549
"June","Dendrochirus zebra","2019",8,8000,179,0.0446927374301676
"June","Dendrochirus zebra","2023",2,3190.4761904762,172,0.0116279069767442
"June","Diodon liturosus","2013",1,3000,276,0.0036231884057971
"June","Diproctacanthus xanthurus","2016",1,1000,213,0.00469483568075117
"June","Dischistodus perspicillatus","2016",360,180000,213,1.69014084507042
"June","Dischistodus perspicillatus","2019",456,456000,179,2.54748603351955
"June","Doryrhamphus dactyliophorus","2013",3,6000,276,0.0108695652173913
"June","Doryrhamphus dactyliophorus","2016",8,12500,213,0.0375586854460094
"June","Doryrhamphus dactyliophorus","2018",2,4000,182,0.010989010989011
"June","Doryrhamphus dactyliophorus","2019",3,6000,179,0.0167597765363128
"June","Doryrhamphus dactyliophorus","2023",2,4000,172,0.0116279069767442
"June","Doryrhamphus excisus excisus","2012",2,2500,189,0.0105820105820106
"June","Doryrhamphus excisus excisus","2013",1,3000,276,0.0036231884057971
